TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
"
DET

",03/31/2015,DET vs. ATL,W,240,105,41,83,49.4,11,29,37.9,12,17,70.6,9,29,38,26,11,6,11,14,10
"
DET

",03/29/2015,DET @ MIA,L,241,102,40,83,48.2,8,25,32.0,14,22,63.6,13,24,37,24,5,5,11,20,-7
"
DET

",03/27/2015,DET @ ORL,W,240,111,42,90,46.7,7,18,38.9,20,27,74.1,12,29,41,22,10,6,5,12,14
"
DET

",03/24/2015,DET vs. TOR,W,240,108,40,93,43.0,12,29,41.4,16,24,66.7,20,22,42,26,5,3,7,21,4
"
DET

",03/22/2015,DET @ BOS,W,265,105,39,89,43.8,9,26,34.6,18,30,60.0,11,45,56,24,5,10,14,21,8
"
DET

",03/21/2015,DET vs. CHI,W,240,107,44,90,48.9,11,26,42.3,8,10,80.0,6,38,44,28,9,6,4,20,16
"
DET

",03/18/2015,DET @ PHI,L,241,83,29,88,33.0,8,26,30.8,17,19,89.5,18,33,51,18,8,7,18,18,-11
"
DET

",03/17/2015,DET vs. MEM,W,240,105,39,83,47.0,12,33,36.4,15,22,68.2,9,29,38,26,5,5,9,16,10
"
DET

",03/14/2015,DET @ UTA,L,240,85,32,84,38.1,8,23,34.8,13,22,59.1,16,28,44,18,8,3,12,20,-3
"
DET

",03/13/2015,DET @ POR,L,240,99,41,91,45.1,7,25,28.0,10,12,83.3,11,25,36,23,5,2,6,14,-19
"
DET

",03/11/2015,DET @ GSW,L,241,98,42,98,42.9,4,12,33.3,10,12,83.3,19,30,49,18,6,5,13,16,-7
"
DET

",03/10/2015,DET @ LAL,L,241,85,32,84,38.1,8,35,22.9,13,19,68.4,12,30,42,20,10,8,12,23,-8
"
DET

",03/08/2015,DET vs. CHA,L,242,101,39,89,43.8,3,14,21.4,20,25,80.0,13,29,42,21,8,3,10,16,-7
"
DET

",03/06/2015,DET @ HOU,L,240,93,37,102,36.3,6,29,20.7,13,17,76.5,19,31,50,20,12,5,12,22,-10
"
DET

",03/04/2015,DET @ NOP,L,240,85,38,93,40.9,2,14,14.3,7,9,77.8,16,36,52,25,8,7,18,19,-3
"
DET

",02/28/2015,DET @ WAS,L,240,95,38,79,48.1,8,26,30.8,11,21,52.4,9,31,40,18,8,2,17,22,-4
"
DET

",02/27/2015,DET vs. NYK,L,289,115,39,97,40.2,8,31,25.8,29,40,72.5,16,38,54,22,3,10,15,26,-6
"
DET

",02/24/2015,DET vs. CLE,L,240,93,33,82,40.2,9,24,37.5,18,30,60.0,11,35,46,16,5,3,13,21,-9
"
DET

",02/22/2015,DET vs. WAS,W,240,106,37,89,41.6,13,32,40.6,19,25,76.0,17,34,51,22,8,1,12,19,17
"
DET

",02/20/2015,DET vs. CHI,W,241,100,38,84,45.2,6,22,27.3,18,33,54.5,11,31,42,19,12,1,10,23,9
"
DET

",02/11/2015,DET vs. SAS,L,241,87,33,81,40.7,9,21,42.9,12,17,70.6,10,26,36,17,4,4,10,14,-17
"
DET

",02/10/2015,DET @ CHA,W,241,106,37,83,44.6,5,19,26.3,27,30,90.0,10,38,48,21,8,5,8,18,28
"
DET

",02/08/2015,DET vs. MIN,L,240,101,37,79,46.8,10,31,32.3,17,22,77.3,12,23,35,18,8,4,15,25,-11
"
DET

",02/06/2015,DET vs. DEN,W,240,98,37,82,45.1,4,24,16.7,20,26,76.9,11,40,51,23,4,4,16,16,10
"
DET

",02/04/2015,DET @ IND,L,240,109,43,87,49.4,12,24,50.0,11,15,73.3,12,23,35,23,7,2,10,18,-5
"
DET

",02/03/2015,DET vs. MIA,W,240,108,42,88,47.7,9,20,45.0,15,18,83.3,14,31,45,27,7,5,6,17,17
"
DET

",01/31/2015,DET vs. HOU,W,238,114,41,82,50.0,10,25,40.0,22,35,62.9,12,32,44,28,8,8,12,11,13
"
DET

",01/28/2015,DET @ PHI,L,240,69,23,75,30.7,2,20,10.0,21,23,91.3,14,24,38,15,12,5,17,16,-20
"
DET

",01/27/2015,DET vs. CLE,L,241,95,35,83,42.2,8,24,33.3,17,23,73.9,16,35,51,21,4,8,18,17,-8
"
DET

",01/25/2015,DET @ TOR,L,239,110,41,90,45.6,12,34,35.3,16,23,69.6,14,30,44,24,5,2,14,21,-4
"
DET

",01/24/2015,DET @ MIL,L,241,86,31,86,36.0,6,25,24.0,18,25,72.0,16,30,46,14,11,2,19,14,-15
"
DET

",01/21/2015,DET vs. ORL,W,239,128,49,94,52.1,10,24,41.7,20,24,83.3,11,34,45,35,10,5,15,17,10
"
DET

",01/19/2015,DET @ ATL,L,240,82,29,82,35.4,9,35,25.7,15,26,57.7,20,41,61,17,6,2,18,17,-11
"
DET

",01/17/2015,DET vs. PHI,W,240,107,38,88,43.2,15,35,42.9,16,19,84.2,18,29,47,27,16,5,16,16,18
"
DET

",01/16/2015,DET @ IND,W,240,98,32,85,37.6,13,31,41.9,21,24,87.5,15,34,49,17,6,5,15,17,2
"
DET

",01/14/2015,DET vs. NOP,L,240,94,34,73,46.6,8,22,36.4,18,23,78.3,3,27,30,23,8,10,7,16,-11
"
DET

",01/12/2015,DET @ TOR,W,240,114,41,96,42.7,7,21,33.3,25,31,80.6,17,29,46,24,10,4,8,15,3
"
DET

",01/10/2015,DET vs. BKN,W,239,98,34,80,42.5,11,33,33.3,19,26,73.1,9,35,44,27,8,3,10,10,5
"
DET

",01/09/2015,DET vs. ATL,L,240,103,38,96,39.6,13,43,30.2,14,18,77.8,11,35,46,24,9,3,7,19,-3
"
DET

",01/07/2015,DET @ DAL,W,239,108,43,97,44.3,10,21,47.6,12,14,85.7,18,42,60,22,9,2,15,17,13
"
DET

",01/06/2015,DET @ SAS,W,241,105,41,87,47.1,3,19,15.8,20,28,71.4,15,30,45,19,10,3,14,28,1
"
DET

",01/04/2015,DET vs. SAC,W,240,114,45,91,49.5,12,31,38.7,12,16,75.0,8,41,49,21,8,3,13,27,19
"
DET

",01/02/2015,DET @ NYK,W,240,97,38,76,50.0,13,33,39.4,8,14,57.1,9,40,49,24,10,3,16,16,16
"
DET

",12/30/2014,DET @ ORL,W,240,109,40,86,46.5,14,33,42.4,15,29,51.7,16,38,54,22,9,9,11,14,23
"
DET

",12/28/2014,DET @ CLE,W,240,103,41,91,45.1,17,31,54.8,4,9,44.4,14,33,47,21,12,6,10,21,23
"
DET

",12/26/2014,DET vs. IND,W,240,119,47,86,54.7,10,26,38.5,15,29,51.7,12,30,42,25,11,6,9,22,10
"
DET

",12/21/2014,DET @ BKN,L,240,105,40,91,44.0,9,27,33.3,16,26,61.5,18,32,50,26,10,6,13,22,-5
"
DET

",12/19/2014,DET vs. TOR,L,241,100,41,94,43.6,8,25,32.0,10,15,66.7,14,35,49,28,5,7,11,20,-10
"
DET

",12/17/2014,DET vs. DAL,L,238,106,40,89,44.9,13,33,39.4,13,19,68.4,10,32,42,22,9,4,11,27,-11
"
DET

",12/15/2014,DET @ LAC,L,240,91,35,83,42.2,8,27,29.6,13,22,59.1,17,24,41,23,10,3,17,19,-22
"
DET

",12/13/2014,DET @ SAC,W,240,95,35,79,44.3,6,20,30.0,19,23,82.6,8,35,43,22,10,9,13,18,5
"
DET

",12/12/2014,DET @ PHX,W,241,105,40,84,47.6,4,15,26.7,21,27,77.8,13,34,47,17,11,3,18,18,2
"
DET

",12/09/2014,DET vs. POR,L,239,86,34,97,35.1,5,22,22.7,13,16,81.3,17,30,47,23,7,2,6,8,-12
"
DET

",12/07/2014,DET vs. OKC,L,240,94,34,76,44.7,7,23,30.4,19,28,67.9,8,31,39,25,5,1,12,21,-2
"
DET

",12/06/2014,DET vs. PHI,L,265,101,34,87,39.1,6,23,26.1,27,35,77.1,12,35,47,22,11,6,19,24,-7
"
DET

",12/03/2014,DET @ BOS,L,265,102,37,102,36.3,8,27,29.6,20,29,69.0,16,39,55,20,7,7,11,23,-7
"
DET

",12/02/2014,DET vs. LAL,L,240,96,33,90,36.7,6,21,28.6,24,31,77.4,16,33,49,20,6,5,14,16,-10
"
DET

",11/30/2014,DET vs. GSW,L,240,93,33,91,36.3,11,23,47.8,16,24,66.7,15,29,44,25,11,5,13,20,-11
"
DET

",11/28/2014,DET vs. MIL,L,239,88,34,83,41.0,6,23,26.1,14,25,56.0,14,25,39,25,8,5,14,19,-16
"
DET

",11/26/2014,DET vs. LAC,L,240,98,35,78,44.9,10,27,37.0,18,24,75.0,12,26,38,18,8,4,15,17,-6
"
DET

",11/25/2014,DET @ MIL,L,240,86,36,78,46.2,7,20,35.0,7,17,41.2,8,28,36,23,7,5,19,18,-12
"
DET

",11/21/2014,DET @ ATL,L,240,89,31,83,37.3,4,21,19.0,23,24,95.8,13,32,45,12,6,3,12,20,-10
"
DET

",11/19/2014,DET vs. PHX,L,241,86,33,87,37.9,7,25,28.0,13,19,68.4,15,28,43,21,9,1,14,16,-2
"
DET

",11/17/2014,DET vs. ORL,L,240,93,32,80,40.0,11,24,45.8,18,24,75.0,10,31,41,17,5,4,14,19,-14
"
DET

",11/15/2014,DET @ MEM,L,240,88,34,82,41.5,10,26,38.5,10,17,58.8,9,34,43,15,4,6,9,22,-7
"
DET

",11/14/2014,DET @ OKC,W,265,96,38,89,42.7,11,31,35.5,9,15,60.0,14,41,55,18,8,5,16,17,7
"
DET

",11/12/2014,DET @ WAS,L,240,103,38,81,46.9,9,22,40.9,18,22,81.8,7,32,39,19,5,6,13,25,-4
"
DET

",11/10/2014,DET @ CHI,L,241,91,34,80,42.5,7,14,50.0,16,25,64.0,9,37,46,19,5,6,15,21,-11
"
DET

",11/09/2014,DET vs. UTA,L,241,96,36,93,38.7,6,23,26.1,18,25,72.0,18,33,51,19,6,2,11,22,-1
"
DET

",11/07/2014,DET vs. MIL,W,240,98,37,75,49.3,11,23,47.8,13,24,54.2,12,28,40,18,7,5,18,24,3
"
DET

",11/05/2014,DET vs. NYK,W,241,98,32,87,36.8,11,23,47.8,23,33,69.7,19,36,55,17,5,4,8,16,3
"
DET

",11/01/2014,DET vs. BKN,L,241,90,32,76,42.1,1,17,5.9,25,35,71.4,10,31,41,21,3,3,7,15,-12
"
DET

",10/30/2014,DET @ MIN,L,241,91,38,91,41.8,7,21,33.3,8,13,61.5,14,32,46,20,3,5,12,24,-6
"
DET

",10/29/2014,DET @ DEN,L,241,79,31,84,36.9,6,26,23.1,11,19,57.9,8,37,45,15,4,5,15,27,-10
"
DET

",10/23/2014,DET vs. PHI,W,240,109,35,72,48.6,15,28,53.6,24,31,77.4,9,29,38,28,11,3,17,26,6
"
DET

",10/18/2014,DET @ ATL,W,239,104,38,81,46.9,8,21,38.1,20,31,64.5,5,42,47,28,11,6,18,26,4
"
DET

",10/17/2014,DET @ ORL,L,241,87,30,80,37.5,6,22,27.3,21,28,75.0,9,33,42,19,12,7,18,11,-12
"
DET

",10/15/2014,DET @ CHA,W,240,104,39,82,47.6,8,20,40.0,18,28,64.3,15,43,58,28,5,6,14,22,20
"
DET

",10/12/2014,DET @ WAS,L,239,89,37,80,46.3,6,22,27.3,9,22,40.9,7,29,36,25,10,7,18,28,-2
"
DET

",10/09/2014,DET vs. MIL,W,240,94,31,81,38.3,5,26,19.2,27,38,71.1,15,38,53,20,10,1,16,24,14
"
DET

",10/07/2014,DET vs. CHI,W,267,111,39,94,41.5,11,32,34.4,22,31,71.0,11,29,40,28,6,3,13,31,2
"
DET

",04/16/2014,DET @ OKC,L,240,111,42,83,50.6,8,19,42.1,19,31,61.3,15,26,41,20,6,3,17,28,-1
"
DET

",04/13/2014,DET vs. TOR,L,241,107,35,84,41.7,5,20,25.0,32,48,66.7,21,34,55,25,6,4,14,29,-9
"
DET

",04/11/2014,DET @ CHI,L,241,98,40,86,46.5,5,17,29.4,13,23,56.5,15,30,45,12,7,2,11,21,-8
"
DET

",04/09/2014,DET @ CLE,L,240,100,34,96,35.4,9,28,32.1,23,32,71.9,21,25,46,19,10,2,15,12,-22
"
DET

",04/08/2014,DET @ ATL,W,241,102,37,86,43.0,6,17,35.3,22,32,68.8,16,37,53,14,13,4,15,20,7
"
DET

",04/05/2014,DET vs. BOS,W,238,115,38,79,48.1,9,23,39.1,30,36,83.3,13,30,43,18,6,1,13,16,4
"
DET

",04/04/2014,DET @ BKN,L,240,104,41,88,46.6,9,27,33.3,13,21,61.9,19,27,46,23,6,2,9,14,-12
"
DET

",04/02/2014,DET @ IND,L,239,94,34,93,36.6,7,16,43.8,19,28,67.9,17,30,47,16,7,4,5,18,-7
"
DET

",03/31/2014,DET vs. MIL,W,239,116,46,97,47.4,9,23,39.1,15,21,71.4,19,31,50,28,5,5,11,26,5
"
DET

",03/29/2014,DET @ PHI,L,240,98,33,85,38.8,6,21,28.6,26,32,81.3,15,29,44,20,8,6,18,20,-25
"
DET

",03/28/2014,DET vs. MIA,L,240,78,30,79,38.0,3,24,12.5,15,21,71.4,12,24,36,20,6,4,11,22,-32
"
DET

",03/26/2014,DET vs. CLE,L,240,96,39,84,46.4,11,26,42.3,7,13,53.8,11,37,48,27,5,5,11,18,-1
"
DET

",03/24/2014,DET @ UTA,W,242,114,46,83,55.4,9,17,52.9,13,18,72.2,16,37,53,23,6,2,13,19,20
"
DET

",03/22/2014,DET @ LAC,L,239,103,42,93,45.2,12,29,41.4,7,13,53.8,16,30,46,29,9,2,15,15,-9
"
DET

",03/21/2014,DET @ PHX,L,240,92,39,90,43.3,4,16,25.0,10,26,38.5,14,39,53,22,8,3,19,27,-6
"
DET

",03/19/2014,DET @ DEN,L,240,109,43,95,45.3,10,26,38.5,13,19,68.4,12,31,43,22,8,4,12,20,-9
"
DET

",03/15/2014,DET vs. IND,L,264,104,37,91,40.7,7,23,30.4,23,30,76.7,8,36,44,24,9,7,11,21,-8
"
DET

",03/12/2014,DET @ TOR,L,241,87,34,78,43.6,9,22,40.9,10,24,41.7,9,30,39,15,8,3,16,17,-14
"
DET

",03/11/2014,DET vs. SAC,W,241,99,38,87,43.7,7,18,38.9,16,19,84.2,10,37,47,26,9,7,11,24,10
"
DET

",03/09/2014,DET @ BOS,L,240,111,40,86,46.5,4,15,26.7,27,39,69.2,19,35,54,17,3,5,16,20,-7
"
DET

",03/07/2014,DET @ MIN,L,240,101,38,94,40.4,4,13,30.8,21,30,70.0,19,36,55,17,6,4,12,23,-13
"
DET

",03/05/2014,DET vs. CHI,L,240,94,39,87,44.8,2,11,18.2,14,17,82.4,8,24,32,25,5,6,7,12,-11
"
DET

",03/03/2014,DET vs. NYK,W,239,96,35,83,42.2,4,12,33.3,22,30,73.3,15,39,54,21,11,4,16,14,11
"
DET

",03/01/2014,DET @ HOU,L,239,110,45,100,45.0,4,19,21.1,16,19,84.2,20,27,47,22,11,7,13,24,-8
"
DET

",02/26/2014,DET @ SAS,L,240,110,45,90,50.0,5,10,50.0,15,17,88.2,9,28,37,24,10,4,13,19,-10
"
DET

",02/24/2014,DET vs. GSW,L,239,96,40,99,40.4,4,13,30.8,12,18,66.7,16,29,45,26,7,6,8,23,-8
"
DET

",02/22/2014,DET vs. DAL,L,241,102,40,82,48.8,2,11,18.2,20,30,66.7,9,30,39,21,7,6,10,19,-11
"
DET

",02/21/2014,DET vs. ATL,W,240,115,47,87,54.0,8,20,40.0,13,29,44.8,16,30,46,32,6,5,11,20,8
"
DET

",02/19/2014,DET @ CHA,L,238,98,38,90,42.2,8,18,44.4,14,20,70.0,7,24,31,20,8,5,9,20,-18
"
DET

",02/18/2014,DET vs. CHA,L,240,96,39,98,39.8,5,16,31.3,13,23,56.5,16,36,52,20,6,3,7,24,-12
"
DET

",02/12/2014,DET vs. CLE,L,241,89,33,83,39.8,4,23,17.4,19,27,70.4,15,38,53,21,5,5,16,24,-4
"
DET

",02/10/2014,DET vs. SAS,W,240,109,43,90,47.8,5,16,31.3,18,26,69.2,18,24,42,16,13,4,11,19,9
"
DET

",02/08/2014,DET vs. DEN,W,240,126,50,98,51.0,8,20,40.0,18,23,78.3,13,27,40,28,11,5,10,16,17
"
DET

",02/07/2014,DET vs. BKN,W,240,111,43,84,51.2,9,17,52.9,16,24,66.7,15,42,57,26,10,9,22,19,16
"
DET

",02/05/2014,DET @ ORL,L,240,98,39,85,45.9,6,20,30.0,14,23,60.9,11,25,36,19,8,4,15,20,-14
"
DET

",02/03/2014,DET @ MIA,L,241,96,34,83,41.0,6,18,33.3,22,29,75.9,19,32,51,19,11,4,21,20,-6
"
DET

",02/01/2014,DET vs. PHI,W,240,113,41,92,44.6,7,25,28.0,24,40,60.0,23,35,58,23,12,8,16,20,17
"
DET

",01/28/2014,DET vs. ORL,W,242,103,39,86,45.3,6,20,30.0,19,28,67.9,17,39,56,22,7,7,15,20,16
"
DET

",01/26/2014,DET @ DAL,L,241,106,43,91,47.3,4,13,30.8,16,28,57.1,17,24,41,18,10,0,12,21,-10
"
DET

",01/24/2014,DET vs. NOP,L,240,101,37,85,43.5,6,18,33.3,21,28,75.0,17,27,44,18,11,4,16,21,-2
"
DET

",01/22/2014,DET @ MIL,L,240,101,36,84,42.9,4,15,26.7,25,34,73.5,9,31,40,21,11,4,14,15,-3
"
DET

",01/20/2014,DET vs. LAC,L,239,103,40,79,50.6,2,14,14.3,21,29,72.4,8,22,30,17,10,4,12,28,-9
"
DET

",01/18/2014,DET @ WAS,W,239,104,40,81,49.4,6,21,28.6,18,31,58.1,11,33,44,17,9,3,14,24,6
"
DET

",01/17/2014,DET vs. UTA,L,240,89,32,74,43.2,4,16,25.0,21,31,67.7,8,24,32,15,5,3,15,19,-21
"
DET

",01/11/2014,DET vs. PHX,W,240,110,44,94,46.8,3,17,17.6,19,27,70.4,20,39,59,32,7,7,15,19,2
"
DET

",01/10/2014,DET @ PHI,W,239,114,40,94,42.6,11,30,36.7,23,33,69.7,25,37,62,24,12,14,18,19,10
"
DET

",01/08/2014,DET @ TOR,L,240,91,34,86,39.5,4,16,25.0,19,35,54.3,11,36,47,20,7,5,15,26,-21
"
DET

",01/07/2014,DET @ NYK,L,240,85,32,86,37.2,3,19,15.8,18,23,78.3,16,38,54,19,8,4,16,20,-4
"
DET

",01/05/2014,DET vs. MEM,L,240,84,35,86,40.7,4,17,23.5,10,20,50.0,12,31,43,23,4,5,11,20,-28
"
DET

",12/30/2013,DET vs. WAS,L,240,99,36,82,43.9,6,20,30.0,21,35,60.0,18,25,43,26,9,2,16,24,-7
"
DET

",12/28/2013,DET @ WAS,L,239,82,31,77,40.3,7,21,33.3,13,17,76.5,11,27,38,20,9,5,22,18,-24
"
DET

",12/27/2013,DET @ ORL,L,239,92,39,95,41.1,5,18,27.8,9,18,50.0,19,29,48,16,6,5,15,22,-17
"
DET

",12/23/2013,DET @ CLE,W,241,115,46,96,47.9,10,24,41.7,13,18,72.2,18,32,50,27,11,5,14,20,23
"
DET

",12/21/2013,DET vs. HOU,L,240,97,40,89,44.9,1,12,8.3,16,26,61.5,11,26,37,22,8,8,8,17,-17
"
DET

",12/20/2013,DET vs. CHA,L,239,106,42,90,46.7,12,23,52.2,10,17,58.8,18,26,44,18,7,10,17,17,-10
"
DET

",12/18/2013,DET @ BOS,W,238,107,41,88,46.6,10,27,37.0,15,20,75.0,13,23,36,22,14,4,16,18,1
"
DET

",12/16/2013,DET @ IND,W,240,101,38,88,43.2,7,20,35.0,18,28,64.3,20,35,55,14,3,7,8,20,5
"
DET

",12/15/2013,DET vs. POR,L,266,109,44,94,46.8,3,15,20.0,18,27,66.7,18,35,53,19,5,5,14,22,-2
"
DET

",12/13/2013,DET vs. BKN,W,238,103,39,83,47.0,3,10,30.0,22,31,71.0,9,34,43,23,2,4,13,21,4
"
DET

",12/11/2013,DET @ NOP,L,264,106,42,96,43.8,5,21,23.8,17,27,63.0,15,28,43,17,10,6,13,19,-5
"
DET

",12/10/2013,DET vs. MIN,L,241,94,39,83,47.0,8,28,28.6,8,16,50.0,11,28,39,22,4,5,20,24,-27
"
DET

",12/08/2013,DET vs. MIA,L,240,95,36,85,42.4,7,20,35.0,16,22,72.7,16,27,43,17,10,2,17,21,-15
"
DET

",12/07/2013,DET @ CHI,W,239,92,34,80,42.5,12,19,63.2,12,15,80.0,13,38,51,15,8,9,18,20,17
"
DET

",12/04/2013,DET @ MIL,W,241,105,33,86,38.4,7,21,33.3,32,42,76.2,21,34,55,21,7,11,15,21,7
"
DET

",12/03/2013,DET @ MIA,W,242,107,41,80,51.3,7,16,43.8,18,26,69.2,13,33,46,21,11,5,18,19,10
"
DET

",12/01/2013,DET vs. PHI,W,239,115,41,89,46.1,10,28,35.7,23,39,59.0,16,41,57,26,12,7,23,20,15
"
DET

",11/29/2013,DET vs. LAL,L,240,102,44,100,44.0,1,8,12.5,13,25,52.0,22,33,55,25,10,3,13,22,-4
"
DET

",11/27/2013,DET vs. CHI,L,240,79,34,77,44.2,2,12,16.7,9,19,47.4,12,26,38,12,11,4,15,19,-20
"
DET

",11/25/2013,DET vs. MIL,W,240,113,43,80,53.8,12,29,41.4,15,23,65.2,5,32,37,28,11,1,10,24,19
"
DET

",11/24/2013,DET @ BKN,W,240,109,38,80,47.5,5,17,29.4,28,40,70.0,13,31,44,20,9,3,9,19,12
"
DET

",11/22/2013,DET vs. ATL,L,239,89,36,84,42.9,3,13,23.1,14,22,63.6,11,41,52,19,8,7,15,16,-7
"
DET

",11/20/2013,DET @ ATL,L,240,85,35,87,40.2,6,22,27.3,9,12,75.0,15,28,43,17,13,5,15,21,-8
"
DET

",11/19/2013,DET vs. NYK,W,239,92,35,70,50.0,7,19,36.8,15,21,71.4,10,27,37,19,6,4,15,20,6
"
DET

",11/17/2013,DET @ LAL,L,239,99,42,87,48.3,8,23,34.8,7,17,41.2,12,27,39,24,7,3,14,10,-15
"
DET

",11/15/2013,DET @ SAC,W,239,97,38,85,44.7,6,23,26.1,15,24,62.5,13,33,46,26,10,6,12,20,7
"
DET

",11/12/2013,DET @ GSW,L,242,95,37,87,42.5,3,18,16.7,18,27,66.7,16,18,34,16,12,4,12,25,-18
"
DET

",11/11/2013,DET @ POR,L,239,103,42,91,46.2,3,14,21.4,16,21,76.2,18,24,42,20,10,2,8,13,-6
"
DET

",11/08/2013,DET vs. OKC,L,240,110,39,91,42.9,11,31,35.5,21,27,77.8,16,26,42,22,10,6,13,27,-9
"
DET

",11/05/2013,DET vs. IND,L,241,91,33,87,37.9,5,25,20.0,20,25,80.0,13,29,42,13,10,6,14,24,-8
"
DET

",11/03/2013,DET vs. BOS,W,241,87,34,76,44.7,2,13,15.4,17,29,58.6,15,29,44,16,15,7,21,15,10
"
DET

",11/01/2013,DET @ MEM,L,265,108,42,89,47.2,7,21,33.3,17,24,70.8,15,26,41,21,10,6,19,26,-3
"
DET

",10/30/2013,DET vs. WAS,W,238,113,39,78,50.0,9,24,37.5,26,33,78.8,12,32,44,24,6,4,18,27,11
"
DET

",10/24/2013,DET vs. MIN,W,241,99,36,75,48.0,8,21,38.1,19,34,55.9,11,34,45,21,12,1,15,20,1
"
DET

",10/22/2013,DET vs. WAS,W,241,99,37,76,48.7,11,26,42.3,14,21,66.7,5,34,39,29,6,3,12,23,3
"
DET

",10/20/2013,DET @ ORL,L,240,86,30,72,41.7,6,18,33.3,20,25,80.0,12,33,45,17,12,5,25,19,-1
"
DET

",10/17/2013,DET @ CLE,L,239,84,29,75,38.7,8,22,36.4,18,26,69.2,8,29,37,19,12,4,21,17,-12
"
DET

",10/16/2013,DET @ CHI,L,240,81,26,80,32.5,9,19,47.4,20,29,69.0,12,32,44,19,7,4,14,27,-15
"
DET

",10/12/2013,DET @ BKN,W,240,99,37,72,51.4,4,15,26.7,21,25,84.0,8,33,41,19,10,6,27,36,11
"
DET

",10/10/2013,DET vs. MIA,L,239,107,33,72,45.8,5,20,25.0,36,48,75.0,16,39,55,15,3,8,23,29,-5
"
DET

",10/08/2013,DET vs. MAC,W,242,91,32,82,39.0,5,26,19.2,22,29,75.9,13,36,49,21,14,7,12,17,22
"
DET

",04/17/2013,DET @ BKN,L,241,99,37,78,47.4,1,13,7.7,24,32,75.0,10,29,39,17,17,5,23,24,-4
"
DET

",04/15/2013,DET vs. PHI,W,241,109,41,83,49.4,9,25,36.0,18,22,81.8,12,31,43,23,7,3,14,21,8
"
DET

",04/12/2013,DET vs. CHA,W,241,113,43,83,51.8,12,18,66.7,15,20,75.0,15,30,45,31,10,3,22,20,20
"
DET

",04/10/2013,DET @ CLE,W,239,111,40,80,50.0,4,16,25.0,27,42,64.3,5,28,33,20,6,1,5,20,7
"
DET

",04/07/2013,DET vs. CHI,W,240,99,39,73,53.4,9,18,50.0,12,17,70.6,8,32,40,25,6,2,13,23,14
"
DET

",04/06/2013,DET @ MIN,L,240,101,40,75,53.3,6,15,40.0,15,21,71.4,11,30,41,22,10,6,24,25,-6
"
DET

",04/03/2013,DET @ BOS,L,239,93,34,93,36.6,4,24,16.7,21,30,70.0,25,27,52,20,10,1,15,20,-5
"
DET

",04/01/2013,DET @ TOR,W,240,108,43,77,55.8,7,15,46.7,15,21,71.4,7,22,29,24,4,1,8,17,10
"
DET

",03/31/2013,DET @ CHI,L,242,94,36,72,50.0,7,16,43.8,15,22,68.2,8,37,45,22,5,5,16,23,-1
"
DET

",03/29/2013,DET vs. TOR,L,240,82,31,76,40.8,5,18,27.8,15,23,65.2,11,23,34,25,4,4,13,13,-17
"
DET

",03/26/2013,DET vs. MIN,L,240,82,32,79,40.5,7,20,35.0,11,13,84.6,11,26,37,18,8,4,15,12,-23
"
DET

",03/23/2013,DET @ CHA,W,240,92,36,79,45.6,10,26,38.5,10,14,71.4,8,32,40,31,8,3,15,18,1
"
DET

",03/22/2013,DET @ MIA,L,241,89,34,83,41.0,7,22,31.8,14,18,77.8,18,29,47,21,9,5,22,24,-14
"
DET

",03/18/2013,DET vs. BKN,L,240,82,34,78,43.6,1,18,5.6,13,15,86.7,10,23,33,20,6,4,15,21,-37
"
DET

",03/16/2013,DET @ POR,L,240,101,40,76,52.6,5,17,29.4,16,24,66.7,7,26,33,19,7,3,13,22,-11
"
DET

",03/13/2013,DET @ GSW,L,241,97,40,89,44.9,5,17,29.4,12,14,85.7,14,24,38,26,6,0,9,22,-8
"
DET

",03/11/2013,DET @ UTA,L,239,90,34,80,42.5,7,20,35.0,15,18,83.3,6,24,30,14,5,5,7,15,-13
"
DET

",03/10/2013,DET @ LAC,L,241,97,30,64,46.9,11,23,47.8,26,42,61.9,9,19,28,25,5,4,14,21,-32
"
DET

",03/08/2013,DET vs. DAL,L,240,99,39,96,40.6,9,30,30.0,12,19,63.2,18,34,52,19,7,3,10,20,-3
"
DET

",03/06/2013,DET vs. NYK,L,240,77,32,74,43.2,7,20,35.0,6,10,60.0,8,28,36,23,8,6,20,14,-10
"
DET

",03/03/2013,DET @ SAS,L,240,75,28,86,32.6,6,19,31.6,13,18,72.2,13,33,46,17,4,1,19,23,-39
"
DET

",03/01/2013,DET @ NOH,L,240,95,39,78,50.0,7,19,36.8,10,16,62.5,11,29,40,26,6,3,14,21,-5
"
DET

",02/27/2013,DET @ WAS,W,241,96,39,72,54.2,9,15,60.0,9,16,56.3,5,31,36,35,10,4,16,15,1
"
DET

",02/25/2013,DET vs. ATL,L,240,103,41,84,48.8,3,14,21.4,18,22,81.8,10,31,41,25,8,1,17,18,-11
"
DET

",02/23/2013,DET vs. IND,L,241,72,26,77,33.8,2,14,14.3,18,24,75.0,10,29,39,14,9,2,14,22,-18
"
DET

",02/22/2013,DET @ IND,L,240,82,29,82,35.4,3,19,15.8,21,37,56.8,15,26,41,15,8,5,16,26,-32
"
DET

",02/20/2013,DET @ CHA,W,238,105,40,81,49.4,8,17,47.1,17,23,73.9,8,34,42,26,4,8,9,23,6
